id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href,Thời gian ghi nhận,Gia_Thuc_Te_Trieu,Gia_AI_Du_Doan_Trieu,Co_Bat_Thuong,Ly_Do_Chi_Tiet
3434,Future X 2011,29.500.000 đ,24.46 tr,28.71 tr,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","Xe chính chủ bao zin , đầu lồng máy móc chưa rớt",Honda,Future,2011,78000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/123538341.htm,2025-11-28 15:50:25,29.5,13.723972,1,Giá CAO bất thường. AI dự đoán: 13.72 tr. (Cao hơn 115%)
3435,Xe chính chủ,1.400.000 đ,13.65 tr,16.02 tr,"Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","Xe chính chủ, sang tên, ủy quyền đều được. Biển số TPHCM",Yamaha,Grande,2015,42000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/123532301.htm,2025-11-28 15:50:25,1.4,10.605963,1,Giá RẺ bất thường. AI dự đoán: 10.61 tr. (Thấp hơn 87%)
3449,Cần bán xe,9.000.000 đ,6.13 tr,7.2 tr,"Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","Xe chính chủ, chưa té ngã, giữ kỷ. Các bạn cứ đến xem xe nếu sai sẽ hoàn lại phí đi lại cho các bạn",Yamaha,Sirius,2008,100000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/123505794.htm,2025-11-28 15:50:25,9.0,5.00856,1,Giá CAO bất thường. AI dự đoán: 5.01 tr. (Cao hơn 80%)
3460,cần bán xe PCX THÁI 125 đời 2010 xe chính chủ!!,20.000.000 đ,3.68 tr,4.32 tr,"Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","Xe thái 125 còn mới 
Máy êm chưa bung máy
Thay ghidong độ
Xe chính chủ xem xe trực tiếp ko qua cò",Hãng khác,Dòng khác,2010,90000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/123459812.htm,2025-11-28 15:50:25,20.0,7.1649055,1,Giá CAO bất thường. AI dự đoán: 7.16 tr. (Cao hơn 179%)
3469,Motor hàng độc hiếm Hornet 600,115.000.000 đ,10.66 tr,12.52 tr,"Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","Xe hàng hiếm zin nguyên con.
Toàn cất kho ít đi.
Thanh lý lên đời Bác nào xưa từng yêu em nó mà k có đk thì giờ với giá bằng con xe PKN đã có thể rước em nó về.
Hàng độc mà giấy tờ sang tên Ok. Biển Đồng Nai.",Honda,Dòng khác,2010,35000,Đã sử dụng,Xe số,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/123428039.htm,2025-11-28 15:50:25,115.0,56.540787,1,Giá CAO bất thường. AI dự đoán: 56.54 tr. (Cao hơn 103%)
3471,Xe AB vì khách bỏ lại cần thanh lý để lấy mặt bằng,3.000.000 đ,29.9 tr,35.1 tr,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","Màu xe màu đen, xe vẫn còn hoạt động được",Honda,Air Blade,2020,1000,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/123426845.htm,2025-11-28 15:50:25,3.0,15.1989155,1,Giá RẺ bất thường. AI dự đoán: 15.20 tr. (Thấp hơn 80%)
3475,Cần bán xe Môtô,120.000.000 đ,12.05 tr,14.15 tr,"Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","Cần bán xe Môtô Jawa classic 300
Sản xuất năm 2022
Biển số chính chủ TP. HCM
Lh *** a Phương chính chủ",Hãng khác,Dòng khác,2024,100000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Ấn Độ,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/123409523.htm,2025-11-28 15:50:25,120.0,59.38314,1,Giá CAO bất thường. AI dự đoán: 59.38 tr. (Cao hơn 102%)
3494,Bws Chính Chủ Biển SG (Có Thương Lượng),17.000.000 đ,10.11 tr,11.86 tr,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","XE CHÍNH CHỦ BIỂN SỐ HCM
Máy móc nghiêm chỉnh chưa lên trái xoáy nòng, bảo dưỡng định kỳ tại Seita Bros Workshop Saigon, đổ xăng là chạy.
-Ghi Đông Biker (Còn Ghi Đông Zin)
-Đuôi Đèn Z900 (Còn đèn hậu Koso như zin)
-Tay Dắt Đồ Chơi (Đã Về Lại Baga Zin)
-Mâm Đồ Chơi Lắp Vào Như Zin Không Chế Cháo (Đã Về Mâm Zin)
-Gác Chân Rời.
-Phuộc Sh (Còn Phuộc Zin)
-Tặng Đèn Led siêu sáng và dây Curoa chính hãng dự phòng.
Anh em có nhu cầu thương lượng vui lòng liên hệ xem xe trực tiếp rồi thoả thuận giá cả.
Xe chính chủ sang tên 1 nốt nhạc cho anh em yên tâm giao dịch, nhận kèo giao lưu Honda Lead, Yamaha NVX bù trừ hợp lý",Yamaha,Dòng khác,2013,40000,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/123368844.htm,2025-11-28 15:50:25,17.0,6.739783,1,Giá CAO bất thường. AI dự đoán: 6.74 tr. (Cao hơn 152%)
3540,Wave thái 125 bstp 9 chủ,58.500.000 đ,11.43 tr,13.42 tr,"Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","Wave i125 thailand bstp chính chủ kí mua bán công chứng 1 nốt nhạc
Máy móc nguyên zin đầu nồi chưa rớt
Dàn áo sơn lại màu xanh ngọc bích như trong cavet ( xanh đen )
Ổ khóa smk
Giá e đã hạ xuống rồi và có bớt thêm cho ae nào thiện chí muốn mua",Honda,Wave,2020,14000,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/123244565.htm,2025-11-28 15:50:25,58.5,24.1455,1,Giá CAO bất thường. AI dự đoán: 24.15 tr. (Cao hơn 142%)
3543,Wave a up repsol,14.200.000 đ,6.78 tr,7.96 tr,"Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh","🍀 Wave A BSTP dọn full new from Repsol 🍀
❄️ 14 200 000
❌ HỖ TRỢ GIAO XE TOÀN QUỐC ❌ 

Nội công :
💧 Nguyên cục máy zin cực nhẹ tê tái
Ngoại công : 
💧 Full áo Wave Repsol thùng TPĐ đập hộp
💧 Full bộ dĩa Rs luôn tay heo dây theo xe dĩa Like NEW
💧 Cặp bánh zin theo xe , pha trước sau si nhan cam👌🏻
💧 Combo hoàng kim theo xe bô gc wave S❤️
💧 Phuộc sau gia công có bảo hành - baga 10 ly loại dày 😆

👉 Nói chung xe dọn đa số thay đồ mới nhiều ae nhìn hình đánh giá ạ ở ngoài còn keng hơn hâhha 🤪
Ra đi em wave dễ thương : 14 200 000",Honda,Wave,2009,0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/123236814.htm,2025-11-28 15:50:25,14.2,7.055687,1,Giá CAO bất thường. AI dự đoán: 7.06 tr. (Cao hơn 101%)
3547,xe xinh đáng iu,22.222.222 đ,9.16 tr,10.76 tr,"Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh",🛵 Giao em Crea 50cc Nội Địa Nhật ( là xe sản xuất riêng cho người Nhật dùng ),Honda,Dòng khác,2000,100000,Đã sử dụng,Tay ga,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/123228276.htm,2025-11-28 15:50:25,22.222222,8.281918,1,Giá CAO bất thường. AI dự đoán: 8.28 tr. (Cao hơn 168%)
3549,CUB 81,46.000.000 đ,8.92 tr,10.47 tr,"Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","Cub 81 đời cuối
Chưa rớt đầu
Đạp nhẹ là nổ
Giấy tờ đầy đủ bao sang tên",Honda,Cub,1996,0,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/123216625.htm,2025-11-28 15:50:25,46.0,16.673574,1,Giá CAO bất thường. AI dự đoán: 16.67 tr. (Cao hơn 176%)
3552,Shvn 150 abs 2020 + màu xám sporty + odo 8000km,82.000.000 đ,38.39 tr,45.07 tr,"Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh","Cần bán xe SHVN 150 abs đời 2020 màu xám đen sporty.Xe nhà đi kỹ odo 8000km.dàn áo keo full xe đep leng keng xe lướt.Máy móc êm zin , ga vọt mạnh, máy bao test, thay nhớt hàng tháng đều đặn
Xe chính chủ sang tên ngay,xe hiện nằm trong tiệm cầm đồ.Ae có nhu cầu xem xe thì sẽ dẫn lại kho tiệm cầm đồ xem xe rồi chốt
Giá bán 82 triệu.Xe bản số tphcm
Liên hệ ngay chủ xe ***",Honda,Dòng khác,2024,8000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/123208515.htm,2025-11-28 15:50:25,82.0,37.752678,1,Giá CAO bất thường. AI dự đoán: 37.75 tr. (Cao hơn 117%)
3560,Ae mua về chạy còn ngon,4.300.000 đ,11.08 tr,13.01 tr,"Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",Xe chạy còn ngon ae mua lh mình nhé thiện chí mua lh mình,Honda,Cub,2019,100000,Đã sử dụng,Xe số,Không biết rõ,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/123183692.htm,2025-11-28 15:50:25,4.3,18.113163,1,Giá RẺ bất thường. AI dự đoán: 18.11 tr. (Thấp hơn 76%)
3576,xe wave,1.900.000 đ,10.24 tr,12.02 tr,"Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","Xe chạy êm. 
Đèn, điện, còi, đề đầy đủ
Anh em có thiện chí bớt it cafe",Honda,Wave,2005,70000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/118480370.htm,2025-11-28 15:50:25,1.9,7.7286234,1,Giá RẺ bất thường. AI dự đoán: 7.73 tr. (Thấp hơn 75%)
3579,spacy nhà sử dụng,25.000.000 đ,24.52 tr,28.78 tr,"Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",M cần bán 1 spacy như hình. Xe chính chủ bs tphcm. Xe đi từ đó tới giờ. Máy móc nghiêm chỉnh dàn chân cứng cắp dàn mủ dàn keo ko bễ pass . Đề là nổ nhẹ nhag. Ae thiện chí qua xem xe sẽ fix ạ. Công chưng 1 nốt nhạc,Honda,Spacy,2005,700000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/117663919.htm,2025-11-28 15:50:25,25.0,14.236616,1,Giá CAO bất thường. AI dự đoán: 14.24 tr. (Cao hơn 76%)
3590,SH Siêu Phong Thuỷ (BSTP - 8686) Phát Lộc Phát Lộc,86.000.000 đ,44.64 tr,52.4 tr,"Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","Bã xã muốn đổi xe nên sang tay Honda SH150 Fi Nhập Ý 2006 up zin 2012 full new, đồng hồ Mickey, smart key, mâm đĩa, phuộc lốc zin nguyên con 2012 bê qua (100%)

BSTP VIP 51V3 - 8686 (phát lộc)

Máy móc Ý khỏi bàn thêm nhé anh em, êm ái nhẹ nhàng, nhích là bay 

Fix cho anh em nhanh lẹ, ít nói… Uỷ quyền 20 năm, mình đang uỷ quyền 1, ký giấy 30 giây 

Cám ơn ae ghé ngang",Honda,SH,2006,35000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123504462.htm,2025-11-28 15:50:25,86.0,46.41663,1,Giá CAO bất thường. AI dự đoán: 46.42 tr. (Cao hơn 85%)
3592,Triumph Bonneville T100 2020,320.000.000 đ,191.31 tr,224.58 tr,"Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","T100 2020
Odo hơn 15k km
Bảo vệ két nước
Bảo vệ gầm
Bảo vệ lốc máy
Chống đổ phuộc trước
Chống đổ sườn
Tay dắt T120
Cặp lốp Pirelli MT60RS mới thay chạy được 1000km (lốp zin còn)",Triumph,Triumph Bonneville T100,2020,15000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/125068849.htm,2025-11-28 15:50:25,320.0,108.07557,1,Giá CAO bất thường. AI dự đoán: 108.08 tr. (Cao hơn 196%)
3593,Bán xe Honda SS50 đời 72 trùm mền cực hiếm,45.000.000 đ,,,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","Sắp xuất cảnh đành chia tay em Honda SS50 đời 72 hàng sưu tầm sơn zin cực hiếm.Xe ông già trùm mền, phụ tùng zin 90%, đẹp cũ kỹ theo năm tháng. Cục máy zin nguyên thủy, đầu 3 lá, nòng nhôm zin, 5 số êm ái... Xe đẹp hoàn hảo, BSTP, giấy tờ chính chủ, công chứng ngay khi giao dịch. Ưu tiên bán cho người hiểu biết về dòng xe này. Thanks 👍",Honda,67,2012,12345,Đã sử dụng,Tay côn/Moto,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123360127.htm,2025-11-28 15:50:25,45.0,11.635484,1,Giá CAO bất thường. AI dự đoán: 11.64 tr. (Cao hơn 287%)
3600,"Xe Vespa Piaggio LXV125, chính chủ ít đi thanh lý",30.000.000 đ,17.23 tr,20.23 tr,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","Chính chủ ít đi thanh lý Xe Vespa Piaggio LXV 125 -3Vi.e - chỉ 30triệu ( chưa tới phân nửa giá lúc mua 88triệu , xe còn mới 80%, máy móc siêu mạnh, chạy rất êm, khỏe, mượt. Xe dáng phong cách thanh lịch, quý phái cổ điển.. giá siêu mềm rẻ ..giá rẻ hơn cả vision nhưng mang tầng lớp đẳng cấp, sang trọng , thượng lưu. Liên hệ mua *** , tại 178 Nguyễn Oanh, p17, Gò Vấp.",Piaggio,Vespa,2014,48000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124292313.htm,2025-11-28 15:50:25,30.0,15.804388,1,Giá CAO bất thường. AI dự đoán: 15.80 tr. (Cao hơn 90%)
3608,1 chủ đập thùng harley 48 bản màu đen,350.000.000 đ,308.2 tr,361.8 tr,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","Một chủ đập thùng đăng kí 04/2022 
Odo 7000km
Xe đa số để nhà sủ dụng xe hơi là 9
Giá mong muốn 350tr 
Biển số SG 
Xem xe tại quận 7 
***.",Harley Davidson,48,2022,7000,Đã sử dụng,Xe số,Trên 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/125105177.htm,2025-11-28 15:50:25,350.0,28.045605,1,Giá CAO bất thường. AI dự đoán: 28.05 tr. (Cao hơn 1148%)
3621,Bán Honda CD gù nguyên bản cực hiếm,59.000.000 đ,14.97 tr,17.58 tr,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","Sắp xuất cảnh đành chia tay con xe Honda CD gù nguyên bản, đời cuối số máy 101 cực hiếm. Xe ông già trùm mền, tâm huyết sưu tầm, phụ tùng zin 90%, xe BSTP chính chủ bán, công chứng ngay khi giao dịch. Ưu tiên cho người có hiểu biết về dòng xe này 👍",Honda,67,2020,12345,Đã sử dụng,Tay côn/Moto,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124001202.htm,2025-11-28 15:50:25,59.0,31.633938,1,Giá CAO bất thường. AI dự đoán: 31.63 tr. (Cao hơn 87%)
3640,Dọn đẹp không đi bán gấp,49.000.000 đ,6.02 tr,7.06 tr,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","Xe mới cứng, mới dọn xong, máy êm, chính chủ ủy quyền 20 năm",Yamaha,Sirius,2007,50000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124855684.htm,2025-11-28 15:50:25,49.0,7.9089575,1,Giá CAO bất thường. AI dự đoán: 7.91 tr. (Cao hơn 520%)
3644,Sh 150 abs 2018,80.000.000 đ,57.96 tr,68.03 tr,"Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",Sh 150 abs 2018 dư dùng cần bán . Odo 7000 đã lên 1 số món đồ chơi,Honda,SH,2018,7000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/125012666.htm,2025-11-28 15:50:25,80.0,22.27297,1,Giá CAO bất thường. AI dự đoán: 22.27 tr. (Cao hơn 259%)
3662,"Bán xe moto CB919, đã lên full CB1100, xe rất đep",330.000.000 đ,303.6 tr,356.4 tr,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","Bán xe moto CB919, đã lên full CB1100, xe rất đẹp,đây dòng xe bất hữu,máy cực kỳ êm(êm như xe dream),siêu bền,cầy như con trâu,dòng nội địa của Nhật (100%), không như tất cả dòng xe CB khác (sản xuất ở nước khác),các bạn có thể hỏi những a e thợ xe chuyên moto,giá 430tr,giấy hải quan chính chủ,TpHCM. Đt ***",Honda,CB,2006,5000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124909082.htm,2025-11-28 15:50:25,330.0,76.37349,1,Giá CAO bất thường. AI dự đoán: 76.37 tr. (Cao hơn 332%)
3677,chính chủ bán Ex2010 5P71 bstp,59.000.000 đ,41.61 tr,48.85 tr,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",Xe mới dọn đi được mấy tháng xe dàn áo new xé bịch xe dán keo nguyên con lột ra rất mới . Kiểng nhẹ cấu hình máy 62+4 pô êm đít zin máy mới bảo dưỡng êm ái ngon lành . Ae nào có nhu cầu alo,Yamaha,Exciter,2010,4000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124035072.htm,2025-11-28 15:50:25,59.0,27.994438,1,Giá CAO bất thường. AI dự đoán: 27.99 tr. (Cao hơn 111%)
3681,Xe SH 150i còn mới đẹp,85.000.000 đ,70.02 tr,82.2 tr,"Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh","Cần bán xe SH 150i mới mua năm 2021, giữ gìn còn đẹp nguyên, xe đã chạy hơn 40.000 cây số. Ai cần liên hệ. Mua bán tại nhà",Honda,SH,2021,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124550896.htm,2025-11-28 15:50:25,85.0,48.53495,1,Giá CAO bất thường. AI dự đoán: 48.53 tr. (Cao hơn 75%)
3684,Xe zin,65.000.000 đ,41.94 tr,49.23 tr,"Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",Xe zin thả cam ít đồ chơi phuộc olong new chợ lực olong new vvv thiện trí Alo xem xe còn vài món đồ chơi xem xe sẽ biết chính chủ ..hoặc GL ga bù trừ thương lượng xe con tự động êm ru nha,Yamaha,Exciter,2006,100000,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124744852.htm,2025-11-28 15:50:25,65.0,22.379868,1,Giá CAO bất thường. AI dự đoán: 22.38 tr. (Cao hơn 190%)
3726,BÁN xe Vario 150 biển số vip 111999,80.000.000 đ,40.54 tr,47.59 tr,"Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh","Phuộc ohlins 811 Đại Hoàng Gia tháng 5/2022
Dĩa breaking, heo dầu brembo, dây dầu, pas gắn,...
Chính chủ bao uỷ quyền trọn đời cho ae đi biển số đẹp
Ko lấy biển xe giá 45tr
LH: ***",Honda,Vario,2018,45000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124348322.htm,2025-11-28 15:50:25,80.0,34.839317,1,Giá CAO bất thường. AI dự đoán: 34.84 tr. (Cao hơn 130%)
3743,DƯ DÙNG SHVN 150ABS đời 2019 CHO AE ĐAM MÊ,78.000.000 đ,62.14 tr,72.95 tr,"Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","Cần lên SH350i nên mình cần bán SHVN 150ABS đăng ký lần đầu tháng 6/2019 màu TRẮNG bản 2 thắng đĩa ABS trước và sau. Mới đi 25.000Km 
2 Remode còn đầy đủ, Xe đi ít còn rất đẹp mới lột keo nên xe nhìn xe còn rất mới, còn nguyên zin.
Bảo dưỡng, bảo quản kỹ, máy móc êm 
nguyên zin không kêu hú gì cả, Bao kiểm tra check thoải mái.
Mua bán sang tên, hay công chứng ủy uyền đều được, tùy ý anh em.
Xem xe gần Siêu thị Emart Gò vấp, 
Mình không có dùng Zalo nên ACE cần gọi mình nha.",Honda,SH,2019,250000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-quan-go-vap-tp-ho-chi-minh/124226102.htm,2025-11-28 15:50:25,78.0,43.76419,1,Giá CAO bất thường. AI dự đoán: 43.76 tr. (Cao hơn 78%)
3745,cần bán,80.000.000 đ,73.6 tr,86.4 tr,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",Mình kẹt tiền cần bán ai quan tâm inbox mình xe như mới,Bazan,Dòng khác,2024,20,Đã sử dụng,Tay ga,Không biết rõ,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-quan-go-vap-tp-ho-chi-minh/124218476.htm,2025-11-28 15:50:25,80.0,26.307615,1,Giá CAO bất thường. AI dự đoán: 26.31 tr. (Cao hơn 204%)
3776,CD-50-Benly,28.000.000 đ,39.43 tr,46.29 tr,"Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh","CD50 benly. Máy móc nguyên zin êm ru. Về chỉ việc đổ xăng là đi. Xe còn rất đẹp và còn rất nhiều đồ zin
Chia lại giá rẻ cho ae nào cần. 
Alo ***",Honda,CD,trước năm 1980,99999,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123882412.htm,2025-11-28 15:50:25,28.0,12.299321,1,Giá CAO bất thường. AI dự đoán: 12.30 tr. (Cao hơn 128%)
3785,"xe dream thái dọn full super dream, như mới,",48.000.000 đ,9.23 tr,10.84 tr,"Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","Xe dream lên super, giấy tờ chính chủ, sang tên nhanh
xe không một vết trầy, lên như mới
Xe ít đi 
Liên hệ : ***
Tuấn",Honda,Dream,2002,50000,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123826720.htm,2025-11-28 15:50:25,48.0,14.722722,1,Giá CAO bất thường. AI dự đoán: 14.72 tr. (Cao hơn 226%)
3789,"sh 150 nhập ý,số máy 110 dk 10/2012",185.000.000 đ,109.65 tr,128.72 tr,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","Xe rin chưa rớt đầu
Số máy 110 dk 10/2012
Xe chính chủ,ít đi
Biển số dễ nhìn
Ai cần liên hệ trực tiếp",Honda,SH,2012,100,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123634491.htm,2025-11-28 15:50:25,185.0,91.098976,1,Giá CAO bất thường. AI dự đoán: 91.10 tr. (Cao hơn 103%)
3792,Chia tay em Honda CL50 hàng hiếm zin 90%,55.000.000 đ,,,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","Sắp xuất cảnh đành chia tay em Honda SS50 dáng CL68, toàn bộ phụ tùng zin 90%, tuyển chọn từng món tâm huyết, trong đó có hàng Daytona, Takegawa... xe đẹp hoàn hảo, giấy tờ chính chủ đứng tên bán, sang tên hợp lệ, công chứng ngay khi giao dịch. Xin liên hệ trực tiếp xem xe, ưu tiên cho người có hiểu biết về dòng xe này. Thanks 👍",Honda,67,2012,12345,Đã sử dụng,Tay côn/Moto,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123265065.htm,2025-11-28 15:50:25,55.0,11.635484,1,Giá CAO bất thường. AI dự đoán: 11.64 tr. (Cao hơn 373%)
3814,Honda wave 100 màu xanh xe chính chủ số Tphcm,13.500.000 đ,7.21 tr,8.46 tr,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","Honda wave A 100 màu xanh,sơn zin mới đẹp,máy êm zin nguyên thủy chưa sửa chữa(đầu-nồi chưa mở)bình kèn đề sinhan đang hoạt động tốt,xe nhà sử dụng kỹ nên còn mới,số xe Tphcm ngay chủ bán,giá 13,5 triệu công chứng được cho người mua liền",Honda,Wave,2007,25200,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123558994.htm,2025-11-28 15:50:25,13.5,6.7987328,1,Giá CAO bất thường. AI dự đoán: 6.80 tr. (Cao hơn 99%)
